product_seq,product_idx,inactive,description,company_prefix,item_reference,indicator_digit,external_upc,external_plu,gtin,company_name
9622,499933,N,LEMON CARTON FANCY 075 NO PLU SCTN F CT MFC ,611628,98580,0,,,611628985800,"KINGS RIVER PACKING, LP"
9623,499934,N,LEMON CARTON CHOICE 075 NO PLU SCTN F CT MFC ,611628,98580,0,,,611628985800,"KINGS RIVER PACKING, LP"
11080,499929,N,LEMON CARTON FANCY 075 PLU 4053 (115+) SCTN F CT MFC ,611628,98580,0,,,611628985800,"KINGS RIVER PACKING, LP"
11079,499928,N,LEMON CARTON CHOICE 075 PLU 4053 (115+) SCTN F CT MFC ,611628,98580,0,,,611628985800,"KINGS RIVER PACKING, LP"
11081,499937,N,LEMON CARTON CHOICE 095 PLU 4053 (115+) SCTN F CT MFC ,611628,98585,0,,,611628985855,"KINGS RIVER PACKING, LP"
11082,499938,N,LEMON CARTON FANCY 095 PLU 4053 (115+) SCTN F CT MFC ,611628,98585,0,,,611628985855,"KINGS RIVER PACKING, LP"
9624,499935,N,LEMON CARTON CHOICE 095 NO PLU SCTN F CT MFC ,611628,98585,0,,,611628985855,"KINGS RIVER PACKING, LP"
9752,470485,N,LEMON CARTON CHOICE 095 MFC SCTN F CT MFC ,611628,98585,0,,,611628985855,"KINGS RIVER PACKING, LP"
9625,499936,N,LEMON CARTON FANCY 095 NO PLU SCTN F CT MFC ,611628,98585,0,,,611628985855,"KINGS RIVER PACKING, LP"
9751,470484,N,LEMON CARTON FANCY 095 MFC SCTN F CT MFC ,611628,98585,0,,,611628985855,"KINGS RIVER PACKING, LP"
11083,499941,N,LEMON CARTON FANCY 115 PLU 4053 (115+) SCTN F CT MFC ,611628,98590,0,,,611628985909,"KINGS RIVER PACKING, LP"
11084,499942,N,LEMON CARTON CHOICE 115 PLU 4053 (115+) SCTN F CT MFC ,611628,98590,0,,,611628985909,"KINGS RIVER PACKING, LP"
9626,499939,N,LEMON CARTON FANCY 115 NO PLU SCTN F CT MFC ,611628,98590,0,,,611628985909,"KINGS RIVER PACKING, LP"
9627,499940,N,LEMON CARTON CHOICE 115 NO PLU SCTN F CT MFC ,611628,98590,0,,,611628985909,"KINGS RIVER PACKING, LP"
9628,499943,N,LEMON CARTON FANCY 140 NO PLU SCTN F CT MFC ,611628,98595,0,,,611628985954,"KINGS RIVER PACKING, LP"
11085,499945,N,LEMON CARTON FANCY 140 PLU 4958(140/165 SCTN F CT MFC ,611628,98595,0,,,611628985954,"KINGS RIVER PACKING, LP"
9629,499944,N,LEMON CARTON CHOICE 140 NO PLU SCTN F CT MFC ,611628,98595,0,,,611628985954,"KINGS RIVER PACKING, LP"
11086,499946,N,LEMON CARTON CHOICE 140 PLU 4958(140/165 SCTN F CT MFC ,611628,98595,0,,,611628985954,"KINGS RIVER PACKING, LP"
9631,499948,N,LEMON CARTON CHOICE 165 NO PLU SCTN F CT MFC ,611628,98600,0,,,611628986005,"KINGS RIVER PACKING, LP"
11087,499950,N,LEMON CARTON FANCY 165 PLU 4958(140/165 SCTN F CT MFC ,611628,98600,0,,,611628986005,"KINGS RIVER PACKING, LP"
9630,499949,N,LEMON CARTON FANCY 165 NO PLU SCTN F CT MFC ,611628,98600,0,,,611628986005,"KINGS RIVER PACKING, LP"
11089,499951,N,LEMON CARTON CHOICE 165 PLU 4958(140/165 SCTN F CT MFC ,611628,98600,0,,,611628986005,"KINGS RIVER PACKING, LP"
9632,499952,N,LEMON CARTON FANCY 200 NO PLU SCTN F CT MFC ,611628,98605,0,,,611628986050,"KINGS RIVER PACKING, LP"
9633,499953,N,LEMON CARTON CHOICE 200 NO PLU SCTN F CT MFC ,611628,98605,0,,,611628986050,"KINGS RIVER PACKING, LP"
11092,499955,N,LEMON CARTON CHOICE 200 PLU 4033 (200-) SCTN F CT MFC ,611628,98605,0,,,611628986050,"KINGS RIVER PACKING, LP"
11090,499954,N,LEMON CARTON FANCY 200 PLU 4033 (200-) SCTN F CT MFC ,611628,98605,0,,,611628986050,"KINGS RIVER PACKING, LP"
11093,499958,N,LEMON CARTON FANCY 235 PLU 4033 (200-) SCTN F CT MFC ,611628,98610,0,,,611628986104,"KINGS RIVER PACKING, LP"
11094,499959,N,LEMON CARTON CHOICE 235 PLU 4033 (200-) SCTN F CT MFC ,611628,98610,0,,,611628986104,"KINGS RIVER PACKING, LP"
9634,499956,N,LEMON CARTON FANCY 235 NO PLU SCTN F CT MFC ,611628,98610,0,,,611628986104,"KINGS RIVER PACKING, LP"
9635,499957,N,LEMON CARTON CHOICE 235 NO PLU SCTN F CT MFC ,611628,98610,0,,,611628986104,"KINGS RIVER PACKING, LP"
9652,499960,N,NAVEL ORANGE CTN CHOICE 056 NO PLU SCTN C CT ESS ,611628,98655,0,,,611628986555,"KINGS RIVER PACKING, LP"
11095,499961,N,NAVEL ORANGE CTN CHOICE 056 PLU 4012 (56+) SCTN C CT ESS ,611628,98655,0,,,611628986555,"KINGS RIVER PACKING, LP"
9832,470513,N,NAVEL ORANGE CTN CHOICE 064 ESS SCTN C CT ESS ,611628,98660,0,,,611628986609,"KINGS RIVER PACKING, LP"
9653,470371,N,NAVEL ORANGE CTN CHOICE 064 SCTN C CT ESS ,611628,98660,0,,,611628986609,"KINGS RIVER PACKING, LP"
11097,499965,N,NAVEL ORANGE CTN CHOICE 072 PLU 3107 (88/72) SCTN C CT ESS ,611628,98665,0,,,611628986654,"KINGS RIVER PACKING, LP"
9654,499964,N,NAVEL ORANGE CTN CHOICE 072 NO PLU SCTN C CT ESS ,611628,98665,0,,,611628986654,"KINGS RIVER PACKING, LP"
9655,499966,N,NAVEL ORANGE CTN CHOICE 088 NO PLU SCTN C CT ESS ,611628,98670,0,,,611628986708,"KINGS RIVER PACKING, LP"
11099,499967,N,NAVEL ORANGE CTN CHOICE 088 PLU 3107 (88/72) SCTN C CT ESS ,611628,98670,0,,,611628986708,"KINGS RIVER PACKING, LP"
9656,499969,N,NAVEL ORANGE CTN CHOICE 113 NO PLU SCTN C CT ESS ,611628,98675,0,,,611628986753,"KINGS RIVER PACKING, LP"
11101,499970,N,NAVEL ORANGE CTN CHOICE 113 PLU 4013 (113-) SCTN C CT ESS ,611628,98675,0,,,611628986753,"KINGS RIVER PACKING, LP"
9657,499971,N,NAVEL ORANGE CTN CHOICE 138 NO PLU SCTN C CT ESS ,611628,98680,0,,,611628986807,"KINGS RIVER PACKING, LP"
11102,499972,N,NAVEL ORANGE CTN CHOICE 138 PLU 4013 (113-) SCTN C CT ESS ,611628,98680,0,,,611628986807,"KINGS RIVER PACKING, LP"
9658,499973,N,NAVEL ORANGE CTN CHOICE 163 NO PLU SCTN C CT ESS ,611628,98685,0,,,611628986852,"KINGS RIVER PACKING, LP"
11103,499974,N,NAVEL ORANGE CTN CHOICE 163 PLU 4013 (113-) SCTN C CT ESS ,611628,98685,0,,,611628986852,"KINGS RIVER PACKING, LP"
11104,499977,N,NAVEL ORANGE CTN CHOICE 056 PLU 4012 (56+) SCTN F CT MFC ,611628,98710,0,,,611628987101,"KINGS RIVER PACKING, LP"
9636,499976,N,NAVEL ORANGE CTN FANCY 056 NO PLU SCTN F CT MFC ,611628,98710,0,,,611628987101,"KINGS RIVER PACKING, LP"
9637,499975,N,NAVEL ORANGE CTN CHOICE 056 NO PLU SCTN F CT MFC ,611628,98710,0,,,611628987101,"KINGS RIVER PACKING, LP"
11105,499978,N,NAVEL ORANGE CTN FANCY 056 PLU 4012 (56+) SCTN F CT MFC ,611628,98710,0,,,611628987101,"KINGS RIVER PACKING, LP"
9640,499979,N,NAVEL ORANGE CTN FANCY 072 NO PLU SCTN F CT MFC ,611628,98715,0,,,611628987156,"KINGS RIVER PACKING, LP"
9641,499980,N,NAVEL ORANGE CTN CHOICE 072 NO PLU SCTN F CT MFC ,611628,98715,0,,,611628987156,"KINGS RIVER PACKING, LP"
9639,499981,N,VALENCIA ORANGE CARTON FANCY 072 NO PLU SCTN F CT MFC ,611628,98715,0,,3108,611628987156,"KINGS RIVER PACKING, LP"
11106,499982,N,NAVEL ORANGE CTN CHOICE 072 PLU 3107 (88/72) SCTN F CT MFC ,611628,98715,0,,,611628987156,"KINGS RIVER PACKING, LP"
11107,499983,N,NAVEL ORANGE CTN FANCY 072 PLU 3107 (88/72) SCTN F CT MFC ,611628,98715,0,,,611628987156,"KINGS RIVER PACKING, LP"
11108,499984,N,VALENCIA ORANGE CARTON FANCY 072 PLU 3108 (88/72) SCTN F CT MFC ,611628,98715,0,,,611628987156,"KINGS RIVER PACKING, LP"
11109,499985,N,VALENCIA ORANGE CARTON CHOICE 072 PLU 3108 (88/72) SCTN F CT MFC ,611628,98715,0,,,611628987156,"KINGS RIVER PACKING, LP"
11110,499992,N,NAVEL ORANGE CTN CHOICE 088 PLU 3107 (88/72) SCTN F CT MFC ,611628,98720,0,,,611628987200,"KINGS RIVER PACKING, LP"
9643,499993,N,NAVEL ORANGE CTN CHOICE 088 NO PLU SCTN F CT MFC ,611628,98720,0,,,611628987200,"KINGS RIVER PACKING, LP"
11111,499994,N,NAVEL ORANGE CTN FANCY 088 PLU 3107 (88/72) SCTN F CT MFC ,611628,98720,0,,,611628987200,"KINGS RIVER PACKING, LP"
9642,499995,N,NAVEL ORANGE CTN FANCY 088 NO PLU SCTN F CT MFC ,611628,98720,0,,,611628987200,"KINGS RIVER PACKING, LP"
9644,499996,N,VALENCIA ORANGE CARTON FANCY 088 NO PLU SCTN F CT MFC ,611628,98720,0,,3108,611628987200,"KINGS RIVER PACKING, LP"
11112,499997,N,VALENCIA ORANGE CARTON FANCY 088 PLU 3108 (88/72) SCTN F CT MFC ,611628,98720,0,,,611628987200,"KINGS RIVER PACKING, LP"
9646,500011,N,NAVEL ORANGE CTN FANCY 113 NO PLU SCTN F CT MFC ,611628,98725,0,,,611628987255,"KINGS RIVER PACKING, LP"
9647,500012,N,NAVEL ORANGE CTN CHOICE 113 NO PLU SCTN F CT MFC ,611628,98725,0,,,611628987255,"KINGS RIVER PACKING, LP"
9645,500013,N,VALENCIA ORANGE CARTON FANCY 113 NO PLU SCTN F CT MFC ,611628,98725,0,,4014,611628987255,"KINGS RIVER PACKING, LP"
11113,500008,N,NAVEL ORANGE CTN CHOICE 113 PLU 4013 (113-) SCTN F CT MFC ,611628,98725,0,,,611628987255,"KINGS RIVER PACKING, LP"
11114,500009,N,NAVEL ORANGE CTN FANCY 113 PLU 4013 (113-) SCTN F CT MFC ,611628,98725,0,,,611628987255,"KINGS RIVER PACKING, LP"
11115,500010,N,VALENCIA ORANGE CARTON FANCY 113 PLU 4014 (113-) SCTN F CT MFC ,611628,98725,0,,,611628987255,"KINGS RIVER PACKING, LP"
11117,500024,N,VALENCIA ORANGE CARTON FANCY 138 PLU 4014 (113-) SCTN F CT MFC ,611628,98730,0,,,611628987309,"KINGS RIVER PACKING, LP"
11118,500025,N,NAVEL ORANGE CTN FANCY 138 PLU 4013 (113-) SCTN F CT MFC ,611628,98730,0,,,611628987309,"KINGS RIVER PACKING, LP"
9650,500049,N,NAVEL ORANGE CTN CHOICE 138 NO PLU SCTN F CT MFC ,611628,98730,0,,,611628987309,"KINGS RIVER PACKING, LP"
9649,500048,N,NAVEL ORANGE CTN FANCY 138 NO PLU SCTN F CT MFC ,611628,98730,0,,,611628987309,"KINGS RIVER PACKING, LP"
9651,500047,N,VALENCIA ORANGE CARTON FANCY 138 NO PLU SCTN F CT MFC ,611628,98730,0,,4014,611628987309,"KINGS RIVER PACKING, LP"
9648,500046,N,VALENCIA ORANGE CARTON FANCY 163 NO PLU SCTN F CT MFC ,611628,98730,0,,4014,611628987309,"KINGS RIVER PACKING, LP"
11120,500027,N,NAVEL ORANGE CTN FANCY 163 PLU 4013 (113-) SCTN F CT MFC ,611628,98730,0,,,611628987309,"KINGS RIVER PACKING, LP"
11119,500026,N,VALENCIA ORANGE CARTON FANCY 163 PLU 4014 (113-) SCTN F CT MFC ,611628,98730,0,,,611628987309,"KINGS RIVER PACKING, LP"
7674,,N,MANDARIN 10-3lb BAG FB FB KRP EXP FANCY ,810248,3129,0,8.10E+11,,810248031298,"KINGS RIVER PACKING, LP"
7673,,N,MANDARIN 10-3lb BAG FB FB KRP FANCY ,810248,3129,0,8.10E+11,,810248031298,"KINGS RIVER PACKING, LP"
6940,,N,MANDARIN 10-3lb BAG FB FB KRP FANCY ,810248,3129,0,8.10E+11,,810248031298,"KINGS RIVER PACKING, LP"
6939,,N,MANDARIN 6-5lb BAG FB FB KRP FANCY ,810248,3165,0,8.10E+11,,810248031656,"KINGS RIVER PACKING, LP"
7676,,N,MANDARIN 6-5lb BAG FB FB KRP EXP FANCY ,810248,3165,0,8.10E+11,,810248031656,"KINGS RIVER PACKING, LP"
7675,,N,MANDARIN 6-5lb BAG FB FB KRP FANCY ,810248,3165,0,8.10E+11,,810248031656,"KINGS RIVER PACKING, LP"
11169,,N,MANDARIN 6-5lb BAG FB RF DAR MAND NC FANCY ,845857,2005,0,8.46E+11,,845857020050,"KINGS RIVER PACKING, LP"
11170,,N,MANDARIN 6-5lb BAG FB RF DAR MAND NC EXP FANCY ,845857,2005,0,8.46E+11,,845857020050,"KINGS RIVER PACKING, LP"
11414,,N,NAVEL ORANGE 150-4# FB CHOICE FB SIGS NAV 4 NC ,21130,998,1,21130009985,,10021130009982,"KINGS RIVER PACKING, LP"
9784,,N,NAVEL ORANGE 10-4# FB CHOICE SIG SELECT ,21130,998,1,21130009985,,10021130009982,"KINGS RIVER PACKING, LP"
9783,,N,NAVEL ORANGE 10-4# FB FANCY SIG SELECT ,21130,998,1,21130009985,,10021130009982,"KINGS RIVER PACKING, LP"
7250,,N,NAVEL ORANGE 10-4# FB FANCY FB SIGS NAV 4 NC ,21130,998,1,21130009985,,10021130009982,"KINGS RIVER PACKING, LP"
7249,,N,NAVEL ORANGE 10-4# NB FANCY SIG SELECT ,21130,998,1,21130009985,,10021130009982,"KINGS RIVER PACKING, LP"
7248,,N,NAVEL ORANGE 10-4# NB CHOICE SIG SELECT ,21130,998,1,21130009985,,10021130009982,"KINGS RIVER PACKING, LP"
7242,,N,NAVEL ORANGE 10-4# FB CHOICE FB SIGS NAV 4 NC ,21130,998,1,21130009985,,10021130009982,"KINGS RIVER PACKING, LP"
11415,,N,NAVEL ORANGE 150-4# FB FANCY FB SIGS NAV 4 NC ,21130,998,1,21130009985,,10021130009982,"KINGS RIVER PACKING, LP"
7232,,N,LEMON 18-2lb BAG NB FANCY SIG SELECT ,21130,10537,1,,,10021130105370,"KINGS RIVER PACKING, LP"
9729,,N,LEMON 18-2lb BAG FB CHOICE SIG SELECT ,21130,10537,1,21130105373,,10021130105370,"KINGS RIVER PACKING, LP"
9728,,N,LEMON 18-2lb BAG FB FANCY SIG SELECT ,21130,10537,1,21130105373,,10021130105370,"KINGS RIVER PACKING, LP"
7233,,N,LEMON 18-2lb BAG NB CHOICE SIG SELECT ,21130,10537,1,,,10021130105370,"KINGS RIVER PACKING, LP"
7234,,N,LEMON 18-2lb BAG FB CHOICE FB SIGS LEM 2 NC ,21130,10537,1,21130105373,,10021130105370,"KINGS RIVER PACKING, LP"
7231,,N,LEMON 18-2lb BAG FB FANCY FB SIGS LEM 2 NC ,21130,10537,1,21130105373,,10021130105370,"KINGS RIVER PACKING, LP"
7240,,N,MINNEOLA TANGELO 12-3lb BAG FB CHOICE FB SIG SELECT ,21130,17702,1,21130177028,,10021130177025,"KINGS RIVER PACKING, LP"
7241,,N,MINNEOLA TANGELO 12-3lb BAG FB FANCY FB SIG SELECT ,21130,17702,1,21130177028,,10021130177025,"KINGS RIVER PACKING, LP"
7222,,N,GOLD NUGGET 15-2lb BAG FB FB SIG SELECT ,21130,18022,1,21130317905,,10021130180223,"KINGS RIVER PACKING, LP"
7263,,N,MANDARIN 15-2lb BAG FB FB SIG SELECT FANCY USA - CA,21130,18022,1,21130285310,,10021130180223,"KINGS RIVER PACKING, LP"
7237,,N,MANDARIN 15-2lb BAG FB FB SIG SELECT FANCY ,21130,18022,1,21130193448,,10021130180223,"KINGS RIVER PACKING, LP"
7219,,N,GOLD NUGGET 10-3lb BAG FB FB SIG SELECT ,21130,18023,1,21130317912,,10021130180230,"KINGS RIVER PACKING, LP"
9772,,N,MANDARIN 10-3lb BAG FB SIGNATURE SELECT FANCY ,21130,18023,1,21130193455,,10021130180230,"KINGS RIVER PACKING, LP"
9771,,N,MANDARIN 10-3lb BAG FB SIGNATURE SELECT FANCY USA - CA,21130,18023,1,21130980963,,10021130180230,"KINGS RIVER PACKING, LP"
7261,,N,MANDARIN 10-3lb BAG FB FB SIG SELECT FANCY USA - CA,21130,18023,1,21130980963,,10021130180230,"KINGS RIVER PACKING, LP"
7238,,N,MANDARIN 10-3lb BAG FB FB SIG SELECT FANCY ,21130,18023,1,21130193455,,10021130180230,"KINGS RIVER PACKING, LP"
7221,,N,GOLD NUGGET 15-2lb BAG FB FB SIG SELECT ,21130,19344,1,21130317905,,10021130193445,"KINGS RIVER PACKING, LP"
7262,,N,MANDARIN 15-2lb BAG FB FB SIG SELECT FANCY USA - CA,21130,19344,1,21130285310,,10021130193445,"KINGS RIVER PACKING, LP"
7236,,N,MANDARIN 15-2lb BAG FB FB SIG SELECT FANCY ,21130,19344,1,21130193448,,10021130193445,"KINGS RIVER PACKING, LP"
7239,,N,MANDARIN 10-3lb BAG FB FB SIG SELECT FANCY ,21130,19345,1,21130193455,,10021130193452,"KINGS RIVER PACKING, LP"
7220,,N,GOLD NUGGET 10-3lb BAG FB FB SIG SELECT ,21130,19345,1,21130317912,,10021130193452,"KINGS RIVER PACKING, LP"
7260,,N,MANDARIN 10-3lb BAG FB FB SIG SELECT FANCY USA - CA,21130,19345,1,21130980963,,10021130193452,"KINGS RIVER PACKING, LP"
7229,,N,LEMON 12-3lb BAG FB FANCY FB SIGS LEM 3 NC ,21130,19847,1,21130980987,,10021130198471,"KINGS RIVER PACKING, LP"
7228,,N,LEMON 12-3lb BAG FB CHOICE FB SIGS LEM 3 NC ,21130,19847,1,21130980987,,10021130198471,"KINGS RIVER PACKING, LP"
7226,,N,LEMON 12-1lb BAG FB CHOICE SIG F HEIRLOOM ,21130,19847,1,,,10021130198471,"KINGS RIVER PACKING, LP"
7230,,N,LEMON 12-3lb BAG FB FANCY SIG F HEIRLOOM ,21130,19847,1,,,10021130198471,"KINGS RIVER PACKING, LP"
7224,,N,LEMON 12-1lb BAG FB FANCY FB SIGS LEM 1 NC ,21130,19847,1,21130198474,,10021130198471,"KINGS RIVER PACKING, LP"
7227,,N,LEMON 12-3lb BAG FB CHOICE SIG F HEIRLOOM ,21130,19847,1,,,10021130198471,"KINGS RIVER PACKING, LP"
7225,,N,LEMON 12-1lb BAG FB CHOICE FB SIGS LEM 1 NC ,21130,19847,1,21130198474,,10021130198471,"KINGS RIVER PACKING, LP"
7223,,N,LEMON 12-1lb BAG FB FANCY SIG F HEIRLOOM ,21130,19847,1,,,10021130198471,"KINGS RIVER PACKING, LP"
7251,,N,NAVEL ORANGE 10-4# FB FANCY FB SIGS NAV 4 NC ,21130,23141,1,21130009985,,10021130231413,"KINGS RIVER PACKING, LP"
9785,,N,NAVEL ORANGE 10-4# FB CHOICE SIG SELECT ,21130,23141,1,21130009985,,10021130231413,"KINGS RIVER PACKING, LP"
7243,,N,NAVEL ORANGE 10-4# FB CHOICE FB SIGS NAV 4 NC ,21130,23141,1,21130009985,,10021130231413,"KINGS RIVER PACKING, LP"
9786,,N,NAVEL ORANGE 10-4# FB FANCY SIG SELECT ,21130,23141,1,21130009985,,10021130231413,"KINGS RIVER PACKING, LP"
7235,,N,MANDARIN 24-1lb BAG FB SIGNATURE SELECT FANCY ,21130,28532,1,,,10021130285324,"KINGS RIVER PACKING, LP"
10499,,N,GRAPEFRUIT RED 8-5# CB CHOICE CB SIGS GRP 5 US ,21130,38514,1,21130385140,,10021130385147,"KINGS RIVER PACKING, LP"
10201,,N,GRAPEFRUIT RED 8-5# CB FANCY CB SIGS GRP 5 US ,21130,38514,1,21130385140,,10021130385147,"KINGS RIVER PACKING, LP"
10792,,N,GRAPEFRUIT RED 12-3# CB FANCY CB SIGS GRP 3 US ,21130,38816,1,21130388165,,10021130388162,"KINGS RIVER PACKING, LP"
10791,,N,GRAPEFRUIT RED 12-3# CB EXP FANCY CB SIGS GRP 3 US ,21130,38816,1,21130388165,,10021130388162,"KINGS RIVER PACKING, LP"
10790,,N,GRAPEFRUIT RED 12-3# CB CHOICE CB SIGS GRP 3 US ,21130,38816,1,21130388165,,10021130388162,"KINGS RIVER PACKING, LP"
10789,,N,GRAPEFRUIT RED 12-3# CB EXP CHOICE CB SIGS GRP 3 US ,21130,38816,1,21130388165,,10021130388162,"KINGS RIVER PACKING, LP"
10106,,N,GRAPEFRUIT RED 12-3# FB FANCY SIG SELECT ,21130,38816,1,21130388165,,10021130388162,"KINGS RIVER PACKING, LP"
7247,,N,NAVEL ORANGE 10-3# FB FANCY FB SIGS HLM 3 NC ,21130,70305,1,21130703050,,10021130703057,"KINGS RIVER PACKING, LP"
11413,,N,NAVEL ORANGE 9-3# FB CHOICE FB SIGS HLM 3 NC ,21130,70305,1,21130703050,,10021130703057,"KINGS RIVER PACKING, LP"
7245,,N,NAVEL ORANGE 12-3# FB CHOICE FB SIGS HLM 3 NC ,21130,70305,1,21130703050,,10021130703057,"KINGS RIVER PACKING, LP"
7244,,N,NAVEL ORANGE 12-3# FB FANCY FB SIGS HLM 3 NC ,21130,70305,1,21130703050,,10021130703057,"KINGS RIVER PACKING, LP"
7246,,N,NAVEL ORANGE 10-3# FB CHOICE FB SIGS HLM 3 NC ,21130,70305,1,21130703050,,10021130703057,"KINGS RIVER PACKING, LP"
11412,,N,NAVEL ORANGE 9-3# FB FANCY FB SIGS HLM 3 NC ,21130,70305,1,21130703050,,10021130703057,"KINGS RIVER PACKING, LP"
9578,,N,CARA CARA ORANGE 12-3lb BAG FB FANCY SIGNATURE SELECT ,21130,98100,1,21130981007,,10021130981004,"KINGS RIVER PACKING, LP"
9577,,N,CARA CARA ORANGE 12-3lb BAG FB CHOICE SIGNATURE SELECT ,21130,98100,1,21130981007,,10021130981004,"KINGS RIVER PACKING, LP"
7217,,N,CARA CARA ORANGE 12-3lb BAG FB FANCY FB SIG SELECT ,21130,98100,1,21130981007,,10021130981004,"KINGS RIVER PACKING, LP"
7218,,N,CARA CARA ORANGE 12-3lb BAG FB CHOICE FB SIG SELECT ,21130,98100,1,21130981007,,10021130981004,"KINGS RIVER PACKING, LP"
10799,495007,N,LEMON CARTON EXP FANCY 140 3PLU 4958 ,33074,4369,1,33074301568,4958,10033074043694,"KINGS RIVER PACKING, LP"
10800,495008,N,LEMON CARTON EXP CHOICE 140 3PLU 4958 ,33074,4369,1,33074301568,4958,10033074043694,"KINGS RIVER PACKING, LP"
6924,,N,LEMON CARTON PROGRESSIVE ,33074,4369,1,33074301568,4958,10033074043694,"KINGS RIVER PACKING, LP"
10802,495010,N,LEMON CARTON FANCY 140 3PLU 4958 ,33074,4369,1,33074301568,4958,10033074043694,"KINGS RIVER PACKING, LP"
10801,495009,N,LEMON CARTON CHOICE 140 3PLU 4958 ,33074,4369,1,33074301568,4958,10033074043694,"KINGS RIVER PACKING, LP"
11000,499165,N,NAVEL ORANGE VCTN FANCY 088 3PLU 3107 ,33074,10230,1,33074301711,3107,10033074102308,"KINGS RIVER PACKING, LP"
11001,499167,N,NAVEL ORANGE VCTN EXP FANCY 088 3PLU 3107 ,33074,10230,1,33074301711,3107,10033074102308,"KINGS RIVER PACKING, LP"
11025,499192,N,NAVEL ORANGE VCTN CHOICE 163 3PLU 4013 ,33074,10230,1,33074301711,4013,10033074102308,"KINGS RIVER PACKING, LP"
11026,499193,N,NAVEL ORANGE VCTN CHOICE 138 3PLU 4013 ,33074,10230,1,33074301711,4013,10033074102308,"KINGS RIVER PACKING, LP"
11027,499194,N,NAVEL ORANGE VCTN CHOICE 113 3PLU 4013 ,33074,10230,1,33074301711,4013,10033074102308,"KINGS RIVER PACKING, LP"
11028,499195,N,NAVEL ORANGE VCTN EXP CHOICE 163 3PLU 4013 ,33074,10230,1,33074301711,4013,10033074102308,"KINGS RIVER PACKING, LP"
11029,499196,N,NAVEL ORANGE VCTN EXP CHOICE 138 3PLU 4013 ,33074,10230,1,33074301711,4013,10033074102308,"KINGS RIVER PACKING, LP"
11030,499197,N,NAVEL ORANGE VCTN EXP CHOICE 113 3PLU 4013 ,33074,10230,1,33074301711,4013,10033074102308,"KINGS RIVER PACKING, LP"
11031,499198,N,NAVEL ORANGE VCTN FANCY 163 3PLU 4013 ,33074,10230,1,33074301711,4013,10033074102308,"KINGS RIVER PACKING, LP"
11032,499199,N,NAVEL ORANGE VCTN FANCY 138 3PLU 4013 ,33074,10230,1,33074301711,4013,10033074102308,"KINGS RIVER PACKING, LP"
11033,499200,N,NAVEL ORANGE VCTN FANCY 113 3PLU 4013 ,33074,10230,1,33074301711,4013,10033074102308,"KINGS RIVER PACKING, LP"
10965,495883,N,NAVEL ORANGE VCTN CHOICE 072 3PLU 3107 ,33074,10230,1,33074301711,3107,10033074102308,"KINGS RIVER PACKING, LP"
10819,495890,N,NAVEL ORANGE VCTN CHOICE 113 3NO PLU ,33074,10230,1,33074301711,4013,10033074102308,"KINGS RIVER PACKING, LP"
10816,495892,N,NAVEL ORANGE VCTN CHOICE 163 3NO PLU ,33074,10230,1,33074301711,4013,10033074102308,"KINGS RIVER PACKING, LP"
10818,495894,N,NAVEL ORANGE VCTN CHOICE 072 3NO PLU ,33074,10230,1,33074301711,3107,10033074102308,"KINGS RIVER PACKING, LP"
10817,495896,N,NAVEL ORANGE VCTN CHOICE 138 3NO PLU ,33074,10230,1,33074301711,4013,10033074102308,"KINGS RIVER PACKING, LP"
10820,495911,N,NAVEL ORANGE VCTN CHOICE 036 3NO PLU ,33074,10230,1,33074301711,4012,10033074102308,"KINGS RIVER PACKING, LP"
10821,495913,N,NAVEL ORANGE VCTN CHOICE 032 3NO PLU ,33074,10230,1,33074301711,4012,10033074102308,"KINGS RIVER PACKING, LP"
10822,495915,N,NAVEL ORANGE VCTN CHOICE 040 3NO PLU ,33074,10230,1,33074301711,4012,10033074102308,"KINGS RIVER PACKING, LP"
10823,495917,N,NAVEL ORANGE VCTN CHOICE 048 3NO PLU ,33074,10230,1,33074301711,4012,10033074102308,"KINGS RIVER PACKING, LP"
10824,495919,N,NAVEL ORANGE VCTN CHOICE 056 3NO PLU ,33074,10230,1,33074301711,4012,10033074102308,"KINGS RIVER PACKING, LP"
10803,495011,N,NAVEL ORANGE CTN EXP FANCY 072 3PLU 3107 ,33074,10230,1,33074301711,3107,10033074102308,"KINGS RIVER PACKING, LP"
10804,495012,N,NAVEL ORANGE CTN FANCY 072 3PLU 3107 ,33074,10230,1,33074301711,3107,10033074102308,"KINGS RIVER PACKING, LP"
10805,495061,N,NAVEL ORANGE CTN CHOICE 072 3PLU 3107 ,33074,10230,1,33074301711,3107,10033074102308,"KINGS RIVER PACKING, LP"
10806,495062,N,NAVEL ORANGE CTN EXP CHOICE 072 3PLU 3107 ,33074,10230,1,33074301711,3107,10033074102308,"KINGS RIVER PACKING, LP"
10962,498863,N,NAVEL ORANGE VCTN EXP FANCY 072 3PLU 3107 ,33074,10230,1,33074301711,3107,10033074102308,"KINGS RIVER PACKING, LP"
10963,498864,N,NAVEL ORANGE VCTN FANCY 072 3PLU 3107 ,33074,10230,1,33074301711,3107,10033074102308,"KINGS RIVER PACKING, LP"
10964,498865,N,NAVEL ORANGE VCTN EXP CHOICE 072 3PLU 3107 ,33074,10230,1,33074301711,3107,10033074102308,"KINGS RIVER PACKING, LP"
